"SESSIONID","USERID","SESSION_DURATION_HOURS","WORKOUT_FREQUENCY_DAYS_WEEK","WORKOUT_TYPE","CALORIES_BURNED","MAX_BPM","AVG_BPM","RESTING_BPM","RATING","IS_HEALTHY","SESSION_DATE"
306,306,1,45,2,"HIIT",1752,9,189,142,52,4,"No",17/12/25
307,307,1,9,4,"Strength",2226,42,197,147,70,2,"No",17/12/25
308,308,0,82,2,"Cardio",722,26,174,146,72,3,"Yes",17/12/25
309,309,1,49,3,"Strength",1607,86,181,130,54,1,"No",17/12/25
310,310,1,78,4,"Strength",2081,194,139,62,1,"No",17/12/25
311,311,0,61,2,"HIIT",738,1,174,136,63,2,"No",17/12/25
312,312,1,93,5,"HIIT",2755,65,194,134,60,1,"Yes",17/12/25
313,313,1,04,4,"HIIT",1365,94,172,143,56,4,"Yes",17/12/25
314,314,1,37,4,"Strength",1483,3,165,167,66,3,"Yes",17/12/25
315,315,1,85,5,"Cardio",1924,186,126,60,1,"Yes",17/12/25
316,316,0,71,3,"Yoga",469,03,185,162,56,2,"Yes",17/12/25
317,317,1,8,5,"Cardio",1869,12,161,124,50,3,"No",17/12/25
318,318,1,26,4,"HIIT",1661,81,190,136,52,2,"Yes",17/12/25
319,319,1,71,4,"Cardio",1775,66,185,130,65,2,"Yes",17/12/25
320,320,1,03,4,"Strength",1113,33,160,163,68,2,"Yes",17/12/25
321,321,0,52,3,"Cardio",457,18,188,136,68,2,"Yes",17/12/25
322,322,0,75,2,"Cardio",660,180,139,65,4,"Yes",17/12/25
323,323,1,84,5,"Cardio",1913,6,180,126,50,2,"No",17/12/25
324,324,0,71,3,"Yoga",469,03,194,127,51,3,"Yes",17/12/25
325,325,1,06,3,"Cardio",932,8,192,149,74,4,"No",17/12/25
326,326,1,09,4,"Cardio",1046,4,183,128,64,2,"Yes",17/12/25
327,327,0,83,3,"Cardio",731,06,193,141,68,2,"Yes",17/12/25
328,328,1,12,4,"Cardio",1073,41,174,153,50,5,"Yes",17/12/25
329,329,0,55,2,"Cardio",484,173,138,71,4,"No",17/12/25
330,330,1,62,5,"Strength",1895,4,185,161,54,3,"Yes",17/12/25
331,331,1,34,3,"HIIT",1770,27,198,146,63,4,"No",17/12/25
332,332,1,06,3,"Cardio",1018,45,167,167,54,3,"No",17/12/25
333,333,1,25,4,"Cardio",1197,168,159,67,2,"No",17/12/25
334,334,1,15,3,"Yoga",828,199,146,56,4,"No",17/12/25
335,335,0,67,3,"Strength",663,3,191,123,61,4,"Yes",17/12/25
336,336,1,57,5,"Strength",1839,73,188,152,65,2,"Yes",17/12/25
337,337,1,17,3,"Yoga",841,7,199,148,62,4,"No",17/12/25
338,338,1,48,3,"Yoga",975,91,172,123,72,4,"Yes",17/12/25
339,339,1,06,3,"Strength",1050,35,193,133,59,3,"No",17/12/25
340,340,0,64,3,"HIIT",772,99,188,158,68,4,"Yes",17/12/25
341,341,1,9,5,"HIIT",2717,183,159,73,2,"No",17/12/25
342,342,0,74,2,"HIIT",893,77,173,134,53,4,"No",17/12/25
343,343,1,23,4,"Yoga",887,81,189,127,60,4,"No",17/12/25
344,344,1,6,5,"HIIT",2289,76,193,168,69,3,"Yes",17/12/25
345,345,1,33,3,"HIIT",1606,37,189,147,73,2,"Yes",17/12/25
346,346,0,59,2,"Yoga",389,75,166,157,66,3,"No",17/12/25
347,347,1,42,4,"HIIT",1874,4,173,126,61,2,"No",17/12/25
348,348,1,02,4,"Yoga",734,4,195,156,59,3,"No",17/12/25
349,349,1,08,4,"Strength",1167,37,177,123,72,2,"Yes",17/12/25
350,350,1,01,4,"Strength",1088,98,184,137,71,3,"Yes",17/12/25
351,351,1,45,2,"Yoga",958,74,189,142,52,4,"Yes",17/12/25
352,352,1,2,2,"Strength",1188,172,161,60,1,"Yes",17/12/25
353,353,0,56,2,"Yoga",369,26,198,147,51,4,"Yes",17/12/25
354,354,1,43,3,"HIIT",1890,75,184,161,59,4,"No",17/12/25
355,355,1,35,4,"HIIT",1779,03,185,120,70,4,"Yes",17/12/25
356,356,1,52,4,"Yoga",1182,86,198,167,66,4,"Yes",17/12/25
357,357,1,09,3,"HIIT",1321,3,160,122,50,4,"Yes",17/12/25
358,358,0,81,2,"Yoga",534,6,174,146,72,3,"Yes",17/12/25
359,359,1,07,3,"Yoga",769,76,178,168,59,3,"No",17/12/25
360,360,1,01,4,"HIIT",1337,64,164,135,58,2,"No",17/12/25
361,361,1,41,4,"Strength",1521,53,196,129,66,4,"Yes",17/12/25
362,362,1,75,5,"Strength",2050,65,174,145,62,3,"No",17/12/25
363,363,0,69,3,"Cardio",607,75,191,123,61,4,"Yes",17/12/25
364,364,0,81,3,"Cardio",712,8,191,157,52,3,"No",17/12/25
365,365,0,66,2,"Yoga",435,6,192,133,59,5,"No",17/12/25
366,366,1,02,4,"Strength",1101,6,184,141,52,3,"No",17/12/25
367,367,1,39,3,"Strength",1498,7,166,163,59,2,"No",17/12/25
368,368,1,39,2,"Strength",1377,35,169,125,58,4,"Yes",17/12/25
369,369,0,8,2,"HIIT",967,12,167,160,73,4,"No",17/12/25
370,370,1,11,2,"Cardio",977,69,197,142,72,4,"Yes",17/12/25
371,371,1,19,4,"HIIT",1573,42,171,155,55,4,"Yes",17/12/25
372,372,1,2,4,"Strength",1294,92,183,135,73,2,"No",17/12/25
373,373,0,5,2,"Yoga",330,184,160,64,3,"No",17/12/25
374,374,1,02,4,"Cardio",979,2,170,156,50,3,"No",17/12/25
375,375,0,73,3,"Yoga",481,8,180,127,53,2,"No",17/12/25
376,376,1,86,5,"Yoga",1449,68,165,149,50,1,"Yes",17/12/25
377,377,1,34,3,"HIIT",1625,82,164,149,57,3,"No",17/12/25
378,378,1,43,3,"Strength",1544,4,195,131,55,2,"No",17/12/25
379,379,1,28,2,"Yoga",844,8,186,157,64,4,"Yes",17/12/25
380,380,1,73,5,"Strength",2022,54,182,138,68,1,"Yes",17/12/25
381,381,1,31,3,"Yoga",940,84,194,143,66,1,"No",17/12/25
382,382,1,19,4,"Strength",1283,06,162,134,66,4,"Yes",17/12/25
383,383,1,84,4,"HIIT",2631,2,183,150,67,3,"Yes",17/12/25
384,384,1,13,3,"Cardio",993,5,190,131,60,5,"Yes",17/12/25
385,385,1,81,4,"Yoga",1411,8,194,136,55,4,"No",17/12/25
386,386,1,41,3,"Strength",1393,36,171,147,57,2,"No",17/12/25
387,387,1,13,3,"Cardio",992,59,184,123,65,2,"No",17/12/25
388,388,0,59,2,"Yoga",388,69,166,158,66,3,"Yes",17/12/25
389,389,0,5,3,"HIIT",605,188,136,68,2,"Yes",17/12/25
390,390,1,29,4,"Yoga",926,48,164,150,62,2,"No",17/12/25
391,391,1,26,3,"HIIT",1525,99,179,145,65,2,"Yes",17/12/25
392,392,1,2,3,"HIIT",1584,198,155,59,1,"No",17/12/25
393,393,0,58,2,"HIIT",701,16,186,128,63,3,"Yes",17/12/25
394,394,1,15,4,"Yoga",827,31,191,145,66,1,"No",17/12/25
395,395,1,08,3,"Yoga",711,5,196,158,65,2,"Yes",17/12/25
396,396,1,13,2,"Yoga",745,8,184,128,53,2,"Yes",17/12/25
397,397,0,65,2,"Cardio",570,96,192,133,59,5,"Yes",17/12/25
398,398,1,38,4,"HIIT",1818,56,184,127,50,3,"No",17/12/25
399,399,1,26,3,"Cardio",1211,62,199,160,68,2,"No",17/12/25
400,400,1,4,4,"Strength",1510,74,169,120,72,4,"No",17/12/25
401,401,1,1,3,"Strength",1188,178,129,62,5,"No",17/12/25
402,402,1,27,3,"Strength",1259,59,185,163,74,2,"No",17/12/25
403,403,0,69,2,"Strength",683,1,196,130,66,2,"Yes",17/12/25
404,404,1,29,3,"Cardio",1236,34,166,159,65,4,"No",17/12/25
405,405,0,57,2,"Strength",564,3,182,157,52,3,"No",17/12/25
406,406,1,72,5,"Yoga",1340,57,187,139,56,2,"Yes",17/12/25
407,407,1,75,4,"Cardio",1822,8,170,166,52,5,"No",17/12/25
408,408,1,49,2,"Cardio",1313,58,195,131,60,4,"No",17/12/25
409,409,1,66,5,"Yoga",1298,78,197,167,50,1,"Yes",17/12/25
410,410,1,34,3,"Strength",1324,19,164,149,57,4,"No",17/12/25
411,411,1,91,5,"HIIT",2731,3,186,128,58,5,"Yes",17/12/25
412,412,1,17,2,"Yoga",771,5,187,161,70,1,"No",17/12/25
413,413,1,31,3,"HIIT",1585,1,170,150,62,1,"No",17/12/25
414,414,1,04,3,"HIIT",1371,66,184,166,55,3,"Yes",17/12/25
415,415,1,4,3,"Strength",1514,52,166,163,59,2,"Yes",17/12/25
416,416,1,19,4,"Cardio",1141,45,188,135,71,5,"No",17/12/25
417,417,0,7,2,"Strength",691,11,199,129,61,2,"Yes",17/12/25
418,418,1,1,2,"HIIT",1331,163,166,60,1,"No",17/12/25
419,419,1,35,4,"Strength",1459,22,168,132,51,4,"Yes",17/12/25
420,420,1,38,4,"Strength",1491,64,171,130,53,4,"No",17/12/25
421,421,1,93,4,"HIIT",2762,02,188,136,74,5,"No",17/12/25
422,422,1,12,2,"Yoga",737,86,197,142,72,4,"Yes",17/12/25
423,423,1,31,4,"Strength",1415,98,198,135,65,2,"Yes",17/12/25
424,424,1,88,4,"Strength",2197,91,198,139,58,5,"Yes",17/12/25
425,425,1,36,4,"Yoga",980,83,184,128,63,4,"Yes",17/12/25
426,426,1,19,2,"HIIT",1439,9,182,135,51,2,"No",17/12/25
427,427,1,66,5,"HIIT",2370,15,164,151,51,5,"Yes",17/12/25
428,428,1,3,3,"Yoga",934,44,163,159,59,5,"Yes",17/12/25
429,429,1,33,4,"Strength",1435,2,182,138,55,2,"Yes",17/12/25
430,430,1,33,4,"Strength",1437,6,161,165,65,1,"Yes",17/12/25
431,431,1,46,4,"Yoga",1052,08,175,169,65,4,"No",17/12/25
432,432,1,15,4,"Cardio",1103,08,165,147,62,1,"Yes",17/12/25
433,433,1,25,4,"Yoga",900,168,159,67,3,"No",17/12/25
434,434,1,67,5,"Strength",1953,9,165,138,69,4,"No",17/12/25
435,435,1,99,5,"Strength",2328,3,181,163,73,2,"No",17/12/25
436,436,1,72,4,"Strength",2010,85,168,149,68,4,"Yes",17/12/25
437,437,1,49,4,"Cardio",1429,21,192,121,50,2,"No",17/12/25
438,438,1,13,3,"Yoga",745,8,190,132,60,5,"Yes",17/12/25
439,439,1,59,4,"Yoga",1239,25,184,137,51,2,"No",17/12/25
440,440,1,61,4,"Cardio",1671,82,197,125,73,1,"No",17/12/25
441,441,1,22,3,"Strength",1315,4,198,153,53,2,"No",17/12/25
442,442,2,01,4,"HIIT",2876,51,178,165,50,2,"Yes",17/12/25
443,443,1,97,5,"Yoga",1535,42,196,134,54,2,"Yes",17/12/25
444,444,1,47,3,"Strength",1587,6,176,168,55,4,"Yes",17/12/25
445,445,1,03,3,"Cardio",906,4,161,130,71,2,"Yes",17/12/25
446,446,1,23,3,"Yoga",811,06,169,151,58,3,"Yes",17/12/25
447,447,1,42,3,"Yoga",1023,25,196,131,55,1,"No",17/12/25
448,448,1,18,4,"Strength",1274,4,181,141,72,2,"Yes",17/12/25
449,449,0,98,3,"HIIT",1186,88,171,131,69,1,"No",17/12/25
450,450,0,58,2,"HIIT",700,52,196,122,58,3,"No",17/12/25
451,451,1,05,3,"HIIT",1270,5,164,139,73,5,"No",17/12/25
452,452,1,37,4,"HIIT",1806,89,163,159,62,2,"Yes",17/12/25
453,453,1,28,4,"Strength",1383,55,161,156,69,1,"Yes",17/12/25
454,454,1,71,4,"Strength",2003,78,198,121,67,2,"Yes",17/12/25
455,455,1,17,3,"Strength",1263,6,177,157,73,4,"Yes",17/12/25
456,456,1,89,4,"Cardio",1965,6,178,125,56,2,"No",17/12/25
457,457,1,3,3,"Yoga",858,166,167,62,3,"No",17/12/25
458,458,1,66,5,"Cardio",1723,74,197,167,50,1,"Yes",17/12/25
459,459,1,48,4,"Yoga",1064,71,190,160,72,4,"Yes",17/12/25
460,460,1,97,4,"HIIT",2819,27,166,166,56,4,"No",17/12/25
461,461,1,57,4,"Yoga",1223,66,187,158,67,2,"Yes",17/12/25
462,462,1,3,"Strength",1080,9,193,144,58,3,"No",17/12/25
463,463,1,17,3,"HIIT",1415,7,179,149,67,2,"No",17/12/25
464,464,1,08,3,"HIIT",1306,8,198,151,50,2,"No",17/12/25
465,465,1,27,3,"HIIT",1538,1,172,138,53,4,"Yes",17/12/25
466,466,0,55,3,"Cardio",482,24,170,124,74,2,"No",17/12/25
467,467,2,01,4,"Strength",2346,27,177,165,50,2,"Yes",17/12/25
468,468,1,18,4,"Yoga",848,18,198,138,68,2,"No",17/12/25
469,469,1,24,3,"HIIT",1499,04,192,161,50,2,"Yes",17/12/25
470,470,1,4,"Yoga",718,8,170,130,50,2,"No",17/12/25
471,471,1,1,3,"Yoga",792,169,151,70,2,"No",17/12/25
472,472,1,62,4,"Strength",1895,4,166,143,68,5,"No",17/12/25
473,473,0,99,2,"Yoga",652,81,168,168,55,2,"Yes",17/12/25
474,474,1,23,4,"Cardio",1181,78,179,160,60,5,"No",17/12/25
475,475,0,8,2,"Cardio",703,36,178,140,74,4,"Yes",17/12/25
476,476,1,17,3,"Strength",1159,35,179,148,67,2,"Yes",17/12/25
477,477,0,61,3,"HIIT",738,1,178,138,70,4,"Yes",17/12/25
478,478,1,08,3,"HIIT",1309,18,197,158,65,2,"Yes",17/12/25
479,479,1,41,4,"HIIT",1861,2,180,155,52,5,"No",17/12/25
480,480,1,51,4,"Yoga",1178,71,177,123,72,5,"No",17/12/25
481,481,1,26,3,"Strength",1247,4,177,137,54,1,"No",17/12/25
482,482,1,46,4,"HIIT",1925,59,192,140,63,5,"Yes",17/12/25
483,483,0,68,3,"HIIT",822,8,176,130,62,3,"Yes",17/12/25
484,484,1,76,5,"Strength",2059,2,196,154,66,2,"Yes",17/12/25
485,485,1,04,3,"Strength",1123,2,188,148,74,4,"No",17/12/25
486,486,0,64,2,"Strength",634,75,193,130,51,3,"Yes",17/12/25
487,487,1,25,3,"Strength",1239,75,161,151,62,2,"No",17/12/25
488,488,1,31,3,"Strength",1296,9,191,158,67,2,"Yes",17/12/25
489,489,1,2,"HIIT",1212,2,169,151,58,2,"No",17/12/25
490,490,1,76,5,"Cardio",1830,4,162,133,63,5,"No",17/12/25
491,491,1,19,4,"HIIT",1573,42,184,156,53,2,"Yes",17/12/25
492,492,1,13,3,"HIIT",1366,06,175,149,54,3,"Yes",17/12/25
493,493,1,8,5,"Cardio",1872,168,123,50,3,"No",17/12/25
494,494,1,39,2,"Strength",1376,1,180,160,73,1,"No",17/12/25
495,495,1,96,5,"Cardio",2036,83,196,134,54,2,"No",17/12/25
496,496,0,74,2,"Cardio",651,2,160,143,58,4,"No",17/12/25
497,497,0,9,2,"Strength",892,62,199,150,55,4,"Yes",17/12/25
498,498,0,56,2,"Yoga",369,26,182,157,52,3,"No",17/12/25
499,499,0,69,3,"Yoga",455,4,187,155,60,3,"Yes",17/12/25
500,500,0,79,2,"HIIT",954,16,164,152,67,5,"Yes",17/12/25
501,501,1,14,4,"Yoga",820,12,178,150,56,3,"Yes",17/12/25
502,502,1,77,4,"HIIT",2529,15,178,123,69,1,"Yes",17/12/25
503,503,0,55,3,"HIIT",666,1,170,124,74,2,"Yes",17/12/25
504,504,0,83,3,"HIIT",1003,39,165,129,73,2,"Yes",17/12/25
505,505,1,07,4,"Cardio",1028,06,198,137,69,2,"Yes",17/12/25
506,506,1,82,4,"HIIT",2596,59,192,162,64,3,"Yes",17/12/25
507,507,1,28,2,"Cardio",1127,42,175,146,58,4,"No",17/12/25
508,508,1,45,2,"Strength",1435,5,162,126,54,1,"Yes",17/12/25
509,509,1,44,4,"Strength",1556,5,177,158,57,2,"Yes",17/12/25
510,510,0,98,3,"Strength",971,96,196,150,56,1,"Yes",17/12/25
511,511,1,2,4,"HIIT",1585,32,198,138,68,2,"No",17/12/25
512,512,0,97,2,"Strength",959,43,185,135,72,5,"No",17/12/25
513,513,1,19,4,"HIIT",1572,11,181,141,72,1,"Yes",17/12/25
514,514,1,35,4,"Yoga",970,38,180,161,62,4,"No",17/12/25
515,515,1,49,3,"Yoga",1072,8,199,164,65,3,"Yes",17/12/25
516,516,0,64,3,"Cardio",563,2,189,130,73,4,"Yes",17/12/25
517,517,0,98,2,"Strength",972,85,170,151,58,2,"No",17/12/25
518,518,1,02,2,"Cardio",896,78,194,126,73,3,"Yes",17/12/25
519,519,1,22,4,"Strength",1314,31,189,127,60,4,"No",17/12/25
520,520,1,01,3,"HIIT",1332,09,189,140,64,4,"No",17/12/25
521,521,1,1,3,"HIIT",1450,79,169,151,70,2,"Yes",17/12/25
522,522,1,3,4,"Yoga",936,78,164,150,62,2,"Yes",17/12/25
523,523,0,72,3,"HIIT",871,2,182,140,50,1,"Yes",17/12/25
524,524,1,12,3,"Yoga",739,87,185,123,65,1,"Yes",17/12/25
525,525,1,78,4,"HIIT",2541,48,178,124,69,1,"Yes",17/12/25
526,526,0,84,2,"HIIT",1017,32,197,162,74,1,"No",17/12/25
527,527,1,78,4,"Cardio",1849,78,178,138,71,2,"Yes",17/12/25
528,528,1,35,4,"HIIT",1777,54,180,162,62,4,"Yes",17/12/25
529,529,1,39,2,"Yoga",917,4,184,166,56,1,"Yes",17/12/25
530,530,1,99,5,"HIIT",2845,7,167,125,73,4,"Yes",17/12/25
531,531,1,25,3,"Cardio",1200,194,144,63,2,"No",17/12/25
532,532,1,07,4,"Cardio",1027,2,174,153,50,4,"Yes",17/12/25
533,533,0,61,2,"Cardio",536,8,184,139,63,3,"No",17/12/25
534,534,1,32,2,"Yoga",872,78,161,149,54,2,"No",17/12/25
535,535,1,16,4,"Cardio",1114,53,165,147,62,1,"No",17/12/25
536,536,0,96,3,"Cardio",846,34,196,150,56,1,"Yes",17/12/25
537,537,1,29,3,"Strength",1394,36,193,160,74,3,"Yes",17/12/25
538,538,1,55,4,"Cardio",1613,24,178,126,59,3,"Yes",17/12/25
539,539,1,66,5,"Strength",1943,69,197,167,50,1,"Yes",17/12/25
540,540,1,2,3,"Strength",1297,08,199,144,54,4,"No",17/12/25
541,541,1,02,3,"Cardio",896,78,192,155,69,4,"No",17/12/25
542,542,1,46,3,"Yoga",965,35,195,127,63,3,"Yes",17/12/25
543,543,1,13,4,"HIIT",1490,36,198,168,57,1,"Yes",17/12/25
544,544,1,65,4,"Cardio",1717,32,176,147,63,4,"No",17/12/25
545,545,1,2,3,"Cardio",1057,92,187,161,73,2,"Yes",17/12/25
546,546,0,76,2,"Cardio",668,19,182,122,67,1,"Yes",17/12/25
547,547,1,88,4,"Yoga",1467,53,162,160,64,4,"Yes",17/12/25
548,548,1,63,5,"Strength",1905,63,186,136,66,2,"No",17/12/25
549,549,1,33,2,"HIIT",1609,3,174,150,66,4,"Yes",17/12/25
550,550,1,13,4,"Strength",1218,37,184,156,50,5,"No",17/12/25
551,551,0,52,2,"Yoga",343,2,184,160,64,3,"Yes",17/12/25
552,552,1,39,2,"HIIT",1683,43,163,121,50,4,"Yes",17/12/25
553,553,1,76,5,"Cardio",1831,81,189,133,50,2,"Yes",17/12/25
554,554,1,31,3,"Strength",1417,16,168,164,70,1,"Yes",17/12/25
555,555,1,63,5,"Yoga",1269,44,199,145,66,4,"No",17/12/25
556,556,0,74,2,"Yoga",488,84,173,134,53,4,"No",17/12/25
557,557,1,13,3,"Strength",1219,38,160,147,70,2,"No",17/12/25
558,558,1,07,3,"Cardio",1028,06,174,132,73,1,"Yes",17/12/25
559,559,1,93,4,"Yoga",1504,24,191,152,64,1,"No",17/12/25
560,560,1,3,"Strength",1079,1,173,128,63,1,"No",17/12/25
561,561,1,86,5,"Strength",2177,87,186,126,60,1,"Yes",17/12/25
562,562,0,91,3,"Yoga",600,05,189,143,62,3,"No",17/12/25
563,563,1,31,2,"Yoga",863,03,185,143,72,4,"No",17/12/25
564,564,0,97,2,"Strength",960,3,194,125,54,2,"Yes",17/12/25
565,565,1,03,4,"Strength",1111,47,171,125,62,2,"Yes",17/12/25
566,566,1,33,3,"Cardio",1277,86,188,145,72,2,"Yes",17/12/25
567,567,0,59,2,"Strength",585,16,168,135,68,1,"No",17/12/25
568,568,1,07,3,"Yoga",771,04,174,150,64,2,"Yes",17/12/25
569,569,1,42,4,"HIIT",1874,4,162,139,53,3,"No",17/12/25
570,570,1,47,3,"HIIT",1940,4,173,166,74,2,"No",17/12/25
571,571,1,97,4,"HIIT",2819,27,170,165,63,3,"Yes",17/12/25
572,572,1,99,5,"Strength",2331,88,190,144,71,4,"No",17/12/25
573,573,1,8,4,"Yoga",1401,84,179,130,71,4,"No",17/12/25
574,574,1,09,2,"Yoga",720,05,191,126,69,2,"Yes",17/12/25
575,575,1,08,4,"Yoga",778,9,171,168,62,2,"No",17/12/25
576,576,1,71,4,"Cardio",1777,03,161,143,58,3,"Yes",17/12/25
577,577,1,31,3,"HIIT",1727,76,183,134,59,4,"Yes",17/12/25
578,578,1,23,3,"Cardio",1083,38,168,149,68,2,"No",17/12/25
579,579,1,46,3,"Strength",1440,14,167,128,53,2,"No",17/12/25
580,580,1,67,5,"HIIT",2389,94,190,161,58,3,"No",17/12/25
581,581,1,64,5,"Cardio",1709,54,186,136,66,2,"Yes",17/12/25
582,582,1,99,5,"Cardio",2069,6,192,159,67,4,"Yes",17/12/25
583,583,1,15,4,"Strength",1244,07,169,142,65,4,"Yes",17/12/25
584,584,0,77,3,"Cardio",679,45,163,168,67,1,"No",17/12/25
585,585,1,46,3,"Yoga",964,48,195,127,63,3,"No",17/12/25
586,586,1,48,4,"HIIT",1955,23,190,157,67,3,"No",17/12/25
587,587,1,08,3,"Strength",1068,23,169,136,64,5,"No",17/12/25
588,588,0,54,2,"Yoga",356,72,198,148,51,4,"Yes",17/12/25
589,589,0,51,2,"Yoga",336,29,171,137,70,2,"No",17/12/25
590,590,1,46,4,"HIIT",1922,38,161,134,63,1,"Yes",17/12/25
591,591,0,8,3,"HIIT",966,24,184,125,68,5,"Yes",17/12/25
592,592,1,48,3,"Cardio",1420,8,189,158,68,3,"Yes",17/12/25
593,593,1,05,3,"Strength",1133,06,169,151,67,2,"Yes",17/12/25
594,594,1,1,3,"Cardio",1055,12,169,151,70,2,"Yes",17/12/25
595,595,1,08,3,"Strength",1167,37,177,147,61,2,"No",17/12/25
596,596,1,03,3,"Strength",1018,77,192,155,69,4,"No",17/12/25
597,597,1,98,4,"Cardio",2057,62,175,166,62,3,"No",17/12/25
598,598,1,46,3,"Strength",1575,49,176,168,55,4,"Yes",17/12/25
599,599,0,85,2,"Cardio",747,32,198,128,70,3,"Yes",17/12/25
600,600,1,06,4,"Cardio",1018,45,173,159,71,3,"No",17/12/25
601,601,1,71,4,"HIIT",2449,06,161,143,58,2,"No",17/12/25
602,602,1,12,3,"Strength",1210,61,197,147,74,1,"Yes",17/12/25
603,603,1,37,3,"Yoga",985,58,171,152,60,2,"No",17/12/25
604,604,1,78,4,"Yoga",1389,47,161,147,54,4,"No",17/12/25
605,605,1,89,5,"HIIT",2704,78,181,160,70,2,"No",17/12/25
606,606,1,43,3,"Yoga",1027,88,184,161,59,4,"No",17/12/25
607,607,1,03,4,"HIIT",1358,47,166,137,53,4,"Yes",17/12/25
608,608,1,86,5,"Cardio",1938,86,197,132,57,4,"Yes",17/12/25
609,609,1,24,3,"Cardio",1187,42,164,156,73,5,"No",17/12/25
610,610,0,54,2,"Strength",535,57,175,168,57,5,"Yes",17/12/25
611,611,1,96,5,"Strength",2287,91,191,160,72,4,"Yes",17/12/25
612,612,1,82,4,"Yoga",1419,6,197,163,74,3,"Yes",17/12/25
613,613,0,54,3,"Yoga",356,72,166,161,68,2,"Yes",17/12/25
614,614,1,29,3,"Cardio",1238,4,167,163,52,4,"No",17/12/25
615,615,1,26,4,"Cardio",1211,62,190,137,52,2,"Yes",17/12/25
616,616,1,4,3,"Cardio",1341,76,174,137,50,4,"No",17/12/25
617,617,0,71,2,"Yoga",469,03,199,158,73,4,"Yes",17/12/25
618,618,1,01,3,"Yoga",667,81,192,155,69,4,"No",17/12/25
