"USERID","AGE","GENDER","WEIGHT_KG","HEIGHT_M","FAT_PERCENTAGE","BMI","EXPERIENCE_LEVEL","CREATED_DATE"
384,34,"Female",54,29,1,52,22,16,23,5,"Beginner",17/12/25
385,21,"Male",80,91,1,9,24,04,22,41,"Advanced",17/12/25
386,46,"Male",47,76,1,72,20,44,16,14,"Beginner",17/12/25
387,54,"Male",116,69,2,31,15,29,17,"Beginner",17/12/25
388,31,"Female",63,64,1,8,24,44,19,64,"Beginner",17/12/25
389,42,"Female",73,68,1,63,26,1,27,73,"Beginner",17/12/25
390,21,"Male",62,64,1,81,20,87,19,12,"Beginner",17/12/25
391,38,"Female",49,81,1,51,26,41,21,85,"Beginner",17/12/25
392,49,"Male",105,73,1,64,35,39,31,"Intermediate",17/12/25
393,32,"Male",65,17,1,62,25,78,24,83,"Beginner",17/12/25
394,33,"Male",74,05,1,76,22,55,23,91,"Beginner",17/12/25
395,55,"Female",76,39,1,73,26,85,25,52,"Beginner",17/12/25
396,19,"Female",60,58,1,59,29,41,23,96,"Beginner",17/12/25
397,45,"Male",65,21,1,57,25,08,26,46,"Beginner",17/12/25
398,37,"Male",66,4,1,75,25,23,21,68,"Beginner",17/12/25
399,20,"Female",72,71,1,73,27,24,29,"Intermediate",17/12/25
400,49,"Male",46,47,1,72,17,59,15,71,"Beginner",17/12/25
401,28,"Female",61,94,1,6,27,64,24,2,"Intermediate",17/12/25
402,50,"Female",56,75,1,59,28,21,22,45,"Beginner",17/12/25
403,37,"Male",69,35,1,5,33,16,30,82,"Beginner",17/12/25
404,47,"Female",45,24,1,93,17,91,12,15,"Beginner",17/12/25
405,31,"Female",49,99,1,62,24,5,19,05,"Beginner",17/12/25
406,35,"Male",55,48,1,56,28,26,22,8,"Intermediate",17/12/25
407,27,"Male",80,89,1,61,30,86,31,21,"Advanced",17/12/25
408,31,"Male",49,13,1,51,21,33,21,55,"Beginner",17/12/25
409,44,"Female",86,05,1,97,23,82,22,17,"Advanced",17/12/25
410,41,"Female",66,37,1,74,25,69,21,92,"Beginner",17/12/25
411,22,"Male",86,11,1,9,26,38,23,85,"Advanced",17/12/25
412,50,"Female",70,48,1,68,27,94,24,97,"Beginner",17/12/25
413,37,"Female",54,48,1,57,25,73,22,1,"Beginner",17/12/25
414,28,"Male",113,97,1,87,33,11,32,59,"Beginner",17/12/25
415,52,"Male",79,45,1,59,32,09,31,43,"Intermediate",17/12/25
416,54,"Male",115,43,1,92,31,98,31,31,"Beginner",17/12/25
417,31,"Male",69,49,1,98,19,98,17,73,"Beginner",17/12/25
418,31,"Male",48,65,1,65,20,76,17,87,"Beginner",17/12/25
419,19,"Female",76,75,1,62,33,2,29,24,"Intermediate",17/12/25
420,34,"Male",52,31,1,78,19,26,16,51,"Intermediate",17/12/25
421,25,"Female",82,36,1,95,21,09,21,66,"Advanced",17/12/25
422,38,"Male",72,05,1,77,24,93,23,"Beginner",17/12/25
423,28,"Male",57,74,2,19,41,14,44,"Intermediate",17/12/25
424,26,"Female",61,86,1,61,23,73,23,86,"Intermediate",17/12/25
425,19,"Female",46,96,1,63,20,8,17,67,"Intermediate",17/12/25
426,50,"Female",69,68,1,68,29,24,24,69,"Beginner",17/12/25
427,38,"Male",83,68,1,74,29,17,27,64,"Intermediate",17/12/25
428,40,"Female",63,23,1,6,24,55,24,7,"Beginner",17/12/25
429,28,"Male",83,88,1,79,26,93,26,18,"Beginner",17/12/25
430,38,"Male",123,18,1,62,35,46,94,"Intermediate",17/12/25
431,41,"Male",54,69,1,55,19,75,22,76,"Intermediate",17/12/25
432,46,"Male",60,07,1,68,25,93,21,28,"Beginner",17/12/25
433,45,"Male",48,74,1,64,19,27,18,12,"Intermediate",17/12/25
434,53,"Male",84,1,1,76,28,04,27,15,"Advanced",17/12/25
435,41,"Male",61,41,1,79,22,55,19,17,"Advanced",17/12/25
436,38,"Female",86,82,1,8,24,45,26,8,"Intermediate",17/12/25
437,37,"Female",76,45,1,82,23,91,23,08,"Beginner",17/12/25
438,34,"Female",54,48,1,52,27,98,23,58,"Beginner",17/12/25
439,33,"Female",81,56,1,99,21,94,20,6,"Intermediate",17/12/25
440,46,"Male",61,67,1,54,28,22,26,"Intermediate",17/12/25
441,51,"Female",59,33,1,65,20,96,21,79,"Beginner",17/12/25
442,47,"Male",87,21,1,64,30,92,32,42,"Advanced",17/12/25
443,40,"Male",87,69,1,87,24,25,25,08,"Intermediate",17/12/25
444,45,"Male",46,44,1,79,18,23,14,49,"Intermediate",17/12/25
445,42,"Male",42,69,1,74,20,07,14,1,"Beginner",17/12/25
446,52,"Male",59,34,1,71,21,98,20,29,"Beginner",17/12/25
447,54,"Female",78,27,1,66,28,36,28,4,"Intermediate",17/12/25
448,34,"Female",75,22,1,94,23,48,19,99,"Intermediate",17/12/25
449,21,"Female",101,43,1,95,29,92,26,67,"Beginner",17/12/25
450,23,"Male",44,16,1,62,17,25,16,83,"Beginner",17/12/25
451,22,"Male",45,76,1,77,16,73,14,61,"Beginner",17/12/25
452,50,"Male",45,81,1,67,20,95,16,43,"Beginner",17/12/25
453,33,"Male",78,36,1,66,28,12,28,44,"Intermediate",17/12/25
454,21,"Female",88,76,1,6,34,99,34,67,"Advanced",17/12/25
455,26,"Male",76,47,1,79,21,03,23,87,"Intermediate",17/12/25
456,39,"Male",63,34,1,71,23,32,21,66,"Advanced",17/12/25
457,45,"Female",78,67,1,96,22,73,20,48,"Beginner",17/12/25
458,43,"Female",86,64,1,97,24,04,22,32,"Intermediate",17/12/25
459,25,"Female",96,07,1,9,28,19,26,61,"Beginner",17/12/25
460,58,"Male",59,63,1,58,25,4,23,89,"Advanced",17/12/25
461,24,"Male",88,21,1,74,29,23,29,14,"Intermediate",17/12/25
462,38,"Female",45,8,1,68,27,63,16,23,"Intermediate",17/12/25
463,52,"Male",67,85,1,63,28,82,25,54,"Beginner",17/12/25
464,43,"Male",96,15,1,77,31,11,30,69,"Beginner",17/12/25
465,32,"Female",107,82,1,8,34,91,33,28,"Beginner",17/12/25
466,53,"Male",59,91,1,63,22,34,22,55,"Beginner",17/12/25
467,47,"Male",87,51,1,64,28,49,32,54,"Intermediate",17/12/25
468,47,"Male",54,97,1,77,18,3,17,55,"Beginner",17/12/25
469,43,"Male",76,11,1,92,23,25,20,65,"Beginner",17/12/25
470,22,"Male",106,95,1,82,29,64,32,29,"Beginner",17/12/25
471,53,"Male",72,9,1,76,25,43,23,53,"Intermediate",17/12/25
472,22,"Male",54,36,1,61,25,37,20,97,"Advanced",17/12/25
473,24,"Female",40,25,1,64,15,95,14,97,"Beginner",17/12/25
474,30,"Male",122,02,2,29,83,30,5,"Intermediate",17/12/25
475,38,"Male",92,1,77,29,75,29,37,"Beginner",17/12/25
476,52,"Male",68,5,1,63,29,49,25,78,"Beginner",17/12/25
477,19,"Female",56,54,1,87,19,79,16,17,"Beginner",17/12/25
478,55,"Male",76,72,1,73,27,58,25,63,"Beginner",17/12/25
479,54,"Male",74,68,1,61,28,45,28,81,"Intermediate",17/12/25
480,29,"Female",87,02,1,86,27,53,25,15,"Advanced",17/12/25
481,30,"Female",114,01,1,91,30,76,31,25,"Beginner",17/12/25
482,28,"Male",70,82,1,67,28,08,25,39,"Beginner",17/12/25
483,54,"Male",104,95,1,84,30,5,31,"Beginner",17/12/25
484,54,"Male",57,22,1,75,20,28,18,68,"Advanced",17/12/25
485,49,"Female",39,59,1,64,18,55,14,72,"Intermediate",17/12/25
486,34,"Male",75,29,1,6,29,81,29,41,"Beginner",17/12/25
487,20,"Male",96,71,1,71,35,33,07,"Beginner",17/12/25
488,43,"Female",73,2,1,59,30,95,28,95,"Beginner",17/12/25
489,43,"Male",70,55,1,66,28,13,25,6,"Beginner",17/12/25
490,42,"Male",57,52,1,67,21,87,20,62,"Advanced",17/12/25
491,40,"Female",57,54,1,69,23,17,20,15,"Intermediate",17/12/25
492,26,"Female",53,48,1,53,25,42,22,85,"Beginner",17/12/25
493,36,"Male",84,64,1,94,22,92,22,49,"Advanced",17/12/25
494,58,"Male",43,86,1,75,19,52,14,32,"Beginner",17/12/25
495,40,"Male",87,2,1,87,24,16,24,94,"Intermediate",17/12/25
496,50,"Female",70,93,1,55,32,01,29,52,"Beginner",17/12/25
497,58,"Male",90,14,1,72,33,01,30,47,"Beginner",17/12/25
498,31,"Male",49,59,1,62,20,6,18,9,"Beginner",17/12/25
499,55,"Male",130,46,1,73,35,43,59,"Beginner",17/12/25
500,54,"Female",55,5,1,71,22,25,18,98,"Beginner",17/12/25
501,34,"Female",58,79,1,62,25,23,22,4,"Beginner",17/12/25
502,32,"Female",85,15,1,64,33,28,31,66,"Intermediate",17/12/25
503,53,"Male",61,03,1,63,24,68,22,97,"Beginner",17/12/25
504,56,"Female",44,82,1,73,17,95,14,98,"Beginner",17/12/25
505,51,"Female",44,46,1,63,21,17,16,73,"Intermediate",17/12/25
506,27,"Male",89,13,1,64,33,51,33,14,"Intermediate",17/12/25
507,56,"Female",49,94,1,7,20,58,17,28,"Beginner",17/12/25
508,29,"Female",82,49,1,99,24,68,20,83,"Beginner",17/12/25
509,45,"Male",50,94,1,87,16,66,14,57,"Intermediate",17/12/25
510,27,"Female",76,96,1,7,29,36,26,63,"Beginner",17/12/25
511,47,"Female",56,08,1,77,21,03,17,9,"Intermediate",17/12/25
512,34,"Female",102,26,1,71,35,34,97,"Beginner",17/12/25
513,34,"Female",75,49,1,94,24,84,20,06,"Intermediate",17/12/25
514,22,"Female",95,93,1,63,33,29,36,11,"Beginner",17/12/25
515,53,"Male",57,18,1,59,26,67,22,62,"Intermediate",17/12/25
516,24,"Male",59,61,1,76,25,24,19,24,"Beginner",17/12/25
517,43,"Female",70,2,1,66,23,8,25,48,"Beginner",17/12/25
518,33,"Male",53,36,1,52,25,39,23,1,"Beginner",17/12/25
519,37,"Female",74,61,1,82,24,92,22,52,"Beginner",17/12/25
520,48,"Female",95,39,1,7,28,91,33,01,"Beginner",17/12/25
521,53,"Female",73,77,1,76,30,06,23,82,"Beginner",17/12/25
522,21,"Male",62,15,1,81,17,76,18,97,"Intermediate",17/12/25
523,54,"Female",67,28,1,54,30,16,28,37,"Beginner",17/12/25
524,54,"Female",115,64,2,33,03,28,91,"Beginner",17/12/25
525,32,"Male",84,97,1,64,31,85,31,59,"Intermediate",17/12/25
526,19,"Female",99,38,1,7,34,43,34,39,"Beginner",17/12/25
527,31,"Female",61,67,1,52,31,37,26,69,"Intermediate",17/12/25
528,22,"Male",96,58,1,63,35,36,35,"Beginner",17/12/25
529,25,"Male",67,04,1,61,26,74,25,86,"Beginner",17/12/25
530,49,"Female",81,87,1,83,23,26,24,45,"Advanced",17/12/25
531,20,"Male",124,2,1,82,35,37,5,"Intermediate",17/12/25
532,28,"Male",82,03,1,66,30,51,29,77,"Intermediate",17/12/25
533,42,"Male",46,19,1,78,16,57,14,58,"Beginner",17/12/25
534,19,"Female",110,5,1,91,28,86,30,29,"Beginner",17/12/25
535,46,"Male",59,46,1,68,21,23,21,07,"Intermediate",17/12/25
536,27,"Male",76,27,1,7,32,65,26,39,"Beginner",17/12/25
537,18,"Female",57,72,1,75,21,27,18,85,"Intermediate",17/12/25
538,23,"Male",80,65,1,8,26,84,24,89,"Advanced",17/12/25
539,44,"Male",86,73,1,97,21,24,22,35,"Advanced",17/12/25
540,57,"Female",96,04,1,74,32,41,31,72,"Intermediate",17/12/25
541,44,"Male",68,88,1,76,25,95,22,24,"Beginner",17/12/25
542,32,"Female",84,29,1,74,27,04,27,84,"Beginner",17/12/25
543,35,"Male",78,13,1,67,27,38,28,01,"Beginner",17/12/25
544,36,"Female",58,54,1,77,18,72,18,69,"Advanced",17/12/25
545,45,"Male",52,29,1,85,19,46,15,28,"Beginner",17/12/25
546,50,"Female",87,77,1,6,31,83,34,29,"Beginner",17/12/25
547,49,"Female",82,4,1,86,23,26,23,82,"Advanced",17/12/25
548,45,"Male",85,51,1,86,25,61,24,72,"Intermediate",17/12/25
549,43,"Male",109,1,1,73,35,36,45,"Beginner",17/12/25
550,37,"Male",52,77,1,71,17,12,18,05,"Beginner",17/12/25
551,32,"Male",59,15,1,66,25,72,21,47,"Beginner",17/12/25
552,26,"Male",72,86,1,67,29,27,26,12,"Beginner",17/12/25
553,57,"Male",85,62,1,69,30,12,29,98,"Advanced",17/12/25
554,28,"Female",52,34,1,61,19,81,20,19,"Intermediate",17/12/25
555,35,"Female",64,63,1,59,25,21,25,56,"Intermediate",17/12/25
556,43,"Female",42,72,1,66,20,3,15,5,"Beginner",17/12/25
557,55,"Female",71,9,1,86,22,64,20,78,"Beginner",17/12/25
558,21,"Female",51,37,1,71,20,16,17,57,"Intermediate",17/12/25
559,21,"Male",61,32,1,57,23,97,24,88,"Intermediate",17/12/25
560,22,"Female",57,79,1,72,22,25,19,53,"Beginner",17/12/25
561,47,"Female",88,64,1,6,35,34,62,"Advanced",17/12/25
562,33,"Male",45,4,1,5,22,46,20,18,"Beginner",17/12/25
563,40,"Female",63,44,1,62,25,79,24,17,"Beginner",17/12/25
564,18,"Female",71,97,1,54,28,78,30,35,"Beginner",17/12/25
565,30,"Male",69,8,1,56,29,27,28,68,"Beginner",17/12/25
566,35,"Female",97,72,1,71,35,33,42,"Intermediate",17/12/25
567,32,"Male",75,45,1,93,23,1,20,26,"Beginner",17/12/25
568,30,"Female",51,47,1,74,20,76,17,"Intermediate",17/12/25
569,22,"Female",71,65,1,93,20,58,19,24,"Intermediate",17/12/25
570,22,"Male",79,42,1,52,35,34,38,"Intermediate",17/12/25
571,24,"Female",59,7,1,79,19,19,18,63,"Advanced",17/12/25
572,59,"Male",85,78,1,67,32,38,30,76,"Advanced",17/12/25
573,23,"Female",83,95,1,99,23,47,21,2,"Intermediate",17/12/25
574,18,"Female",60,89,1,79,21,38,19,"Beginner",17/12/25
575,29,"Female",68,29,1,72,26,14,23,08,"Intermediate",17/12/25
576,50,"Male",86,56,1,63,34,29,32,58,"Intermediate",17/12/25
577,42,"Male",63,64,1,77,20,3,20,31,"Beginner",17/12/25
578,59,"Female",126,1,1,69,35,44,15,"Beginner",17/12/25
579,59,"Female",76,4,1,77,25,29,24,39,"Beginner",17/12/25
580,32,"Male",62,17,1,63,25,43,23,4,"Advanced",17/12/25
581,45,"Female",85,08,1,86,27,37,24,59,"Advanced",17/12/25
582,28,"Male",55,48,1,79,18,17,32,"Advanced",17/12/25
583,45,"Male",59,31,1,51,27,13,26,01,"Intermediate",17/12/25
584,55,"Female",118,63,1,72,35,40,1,"Beginner",17/12/25
585,32,"Male",83,77,1,74,29,71,27,67,"Beginner",17/12/25
586,22,"Male",100,82,1,84,28,54,29,78,"Intermediate",17/12/25
587,28,"Male",102,09,1,84,33,35,30,15,"Beginner",17/12/25
588,39,"Male",71,57,1,88,21,42,20,25,"Beginner",17/12/25
589,53,"Male",125,27,1,91,33,42,34,34,"Beginner",17/12/25
590,43,"Female",113,06,1,83,34,54,33,76,"Beginner",17/12/25
591,26,"Male",70,93,1,66,28,6,25,74,"Beginner",17/12/25
592,54,"Female",85,86,1,76,23,77,27,72,"Intermediate",17/12/25
593,57,"Female",52,69,1,57,20,68,21,38,"Beginner",17/12/25
594,53,"Male",73,87,1,76,25,87,23,85,"Beginner",17/12/25
595,42,"Female",72,14,1,69,24,1,25,26,"Intermediate",17/12/25
596,44,"Female",69,04,1,75,29,31,22,54,"Beginner",17/12/25
597,43,"Male",56,93,1,79,17,4,17,77,"Intermediate",17/12/25
598,45,"Female",46,75,1,79,19,7,14,59,"Beginner",17/12/25
599,40,"Female",52,32,1,61,23,1,20,18,"Beginner",17/12/25
600,28,"Male",128,47,1,86,35,37,13,"Intermediate",17/12/25
601,50,"Female",86,3,1,63,27,49,32,48,"Advanced",17/12/25
602,28,"Female",73,14,1,67,28,96,26,23,"Intermediate",17/12/25
603,30,"Female",91,38,1,99,26,29,23,08,"Beginner",17/12/25
604,33,"Male",56,06,1,61,25,54,21,63,"Advanced",17/12/25
605,43,"Male",82,9,1,95,25,73,21,8,"Advanced",17/12/25
606,18,"Male",64,65,1,55,29,46,26,91,"Beginner",17/12/25
607,52,"Male",81,59,1,72,27,68,27,58,"Beginner",17/12/25
608,19,"Male",64,46,1,63,23,04,24,26,"Advanced",17/12/25
609,49,"Male",45,36,1,74,17,35,14,98,"Beginner",17/12/25
610,37,"Female",103,37,1,89,32,09,28,94,"Beginner",17/12/25
611,39,"Female",85,82,1,82,28,53,25,91,"Intermediate",17/12/25
612,49,"Male",84,75,1,68,27,45,30,03,"Advanced",17/12/25
613,55,"Male",71,49,1,62,32,95,27,24,"Beginner",17/12/25
614,20,"Male",70,83,1,69,22,55,24,8,"Intermediate",17/12/25
615,31,"Male",77,66,1,71,27,44,26,56,"Intermediate",17/12/25
616,31,"Male",77,6,1,92,24,24,21,05,"Beginner",17/12/25
617,47,"Male",127,31,1,76,35,41,1,"Beginner",17/12/25
618,44,"Male",69,88,1,75,26,1,22,82,"Beginner",17/12/25
619,29,"Female",58,7,1,61,24,82,22,65,"Intermediate",17/12/25
620,30,"Male",62,77,1,92,20,84,17,03,"Beginner",17/12/25
621,54,"Male",75,3,1,72,26,67,25,45,"Beginner",17/12/25
622,51,"Female",64,64,1,79,24,88,20,17,"Beginner",17/12/25
623,44,"Female",61,42,1,55,28,27,25,57,"Intermediate",17/12/25
624,32,"Female",58,26,1,66,25,89,21,14,"Beginner",17/12/25
625,49,"Male",89,4,1,67,29,65,32,06,"Advanced",17/12/25
626,54,"Female",46,83,1,5,22,16,20,81,"Beginner",17/12/25
627,42,"Male",72,56,1,62,29,38,27,65,"Beginner",17/12/25
628,49,"Male",57,9,1,58,23,44,23,19,"Intermediate",17/12/25
629,23,"Male",40,58,1,75,17,56,13,25,"Beginner",17/12/25
630,52,"Female",74,06,1,63,28,03,27,87,"Beginner",17/12/25
631,43,"Male",55,21,1,73,20,75,18,45,"Advanced",17/12/25
632,40,"Male",63,5,2,22,35,15,88,"Intermediate",17/12/25
633,43,"Male",73,11,1,59,30,91,28,92,"Beginner",17/12/25
634,19,"Female",95,99,1,85,28,89,28,05,"Beginner",17/12/25
635,51,"Female",88,16,1,62,35,33,59,"Advanced",17/12/25
636,52,"Male",80,13,1,51,35,35,14,"Beginner",17/12/25
637,31,"Male",48,77,1,62,21,1,18,58,"Beginner",17/12/25
638,23,"Male",86,66,1,91,22,12,23,75,"Intermediate",17/12/25
639,52,"Male",64,87,1,51,27,42,28,45,"Intermediate",17/12/25
640,31,"Male",57,37,1,56,23,45,23,57,"Advanced",17/12/25
641,42,"Female",64,8,1,65,25,72,23,8,"Intermediate",17/12/25
642,59,"Female",76,31,1,77,28,59,24,36,"Beginner",17/12/25
643,38,"Female",92,05,1,77,32,88,29,38,"Beginner",17/12/25
644,45,"Male",51,03,1,87,17,76,14,59,"Intermediate",17/12/25
645,41,"Female",82,03,1,87,23,28,23,46,"Intermediate",17/12/25
646,43,"Male",66,21,1,76,23,33,21,37,"Intermediate",17/12/25
647,20,"Female",71,42,1,69,24,05,25,01,"Intermediate",17/12/25
648,57,"Female",51,7,1,63,21,42,19,46,"Beginner",17/12/25
649,57,"Female",63,68,1,52,29,13,27,56,"Advanced",17/12/25
650,32,"Female",70,12,1,62,29,43,26,72,"Beginner",17/12/25
651,22,"Female",39,84,1,56,19,14,16,37,"Beginner",17/12/25
652,40,"Female",55,03,1,61,22,6,21,23,"Intermediate",17/12/25
653,49,"Female",45,45,1,74,17,78,15,01,"Intermediate",17/12/25
654,24,"Male",51,15,1,67,19,47,18,34,"Beginner",17/12/25
655,41,"Female",63,55,1,59,27,27,25,14,"Advanced",17/12/25
656,43,"Female",72,96,1,8,24,53,22,52,"Beginner",17/12/25
657,28,"Male",70,18,1,58,25,26,28,11,"Beginner",17/12/25
658,57,"Female",83,57,1,65,33,73,30,7,"Advanced",17/12/25
659,45,"Male",73,3,1,75,27,61,23,93,"Intermediate",17/12/25
660,58,"Male",67,28,1,75,20,23,21,97,"Beginner",17/12/25
